direction,setting,metric,value_mean,value_std,seed_count
Exp1_to_Exp2,V341_CalibrationOnly,Top_4_event_recall,0.15,0.22360679774997896,5
Exp1_to_Exp2,V341_CalibrationOnly,Top_8_event_recall,0.55,0.2091650066335189,5
Exp1_to_Exp2,V341_CalibrationOnly,adapter_frozen_fraction,0.5768687244328746,0.20316987916796708,5
Exp1_to_Exp2,V341_CalibrationOnly,adapter_update_fraction,0.0,0.0,5
Exp1_to_Exp2,V341_CalibrationOnly,boundary_hit_rate_250,0.5,0.30618621784789724,5
Exp1_to_Exp2,V341_CalibrationOnly,boundary_hit_rate_500,0.6,0.2850438562747845,5
Exp1_to_Exp2,V341_CalibrationOnly,candidate_event_count,13.8,3.7013511046643495,5
Exp1_to_Exp2,V341_CalibrationOnly,event_level_f1,0.21590479695742854,0.10694764018486878,5
Exp1_to_Exp2,V341_CalibrationOnly,event_level_precision,0.1392929292929293,0.06368084063782743,5
Exp1_to_Exp2,V341_CalibrationOnly,mean_absolute_detection_delay,72.52374739039688,32.45295102752038,5
Exp1_to_Exp2,V341_CalibrationOnly,median_absolute_detection_delay,71.69832985386248,32.398911282389435,5
Exp1_to_Exp2,V341_CalibrationOnly,unmatched_candidate_count,11.8,3.03315017762062,5
Exp1_to_Exp2,V341_OnlineAdaptation,Top_4_event_recall,0.15,0.13693063937629152,5
Exp1_to_Exp2,V341_OnlineAdaptation,Top_8_event_recall,0.25,0.25,5
Exp1_to_Exp2,V341_OnlineAdaptation,adapter_frozen_fraction,0.28218668650055784,0.1421897622014535,5
Exp1_to_Exp2,V341_OnlineAdaptation,adapter_update_fraction,0.7178133134994422,0.1421897622014535,5
Exp1_to_Exp2,V341_OnlineAdaptation,boundary_hit_rate_250,0.25,0.25,5
Exp1_to_Exp2,V341_OnlineAdaptation,boundary_hit_rate_500,0.4,0.45414755311462374,5
Exp1_to_Exp2,V341_OnlineAdaptation,candidate_event_count,11.0,5.477225575051661,5
Exp1_to_Exp2,V341_OnlineAdaptation,event_level_f1,0.1141025641025641,0.11050954840774332,5
Exp1_to_Exp2,V341_OnlineAdaptation,event_level_precision,0.07555555555555556,0.07345108391572626,5
Exp1_to_Exp2,V341_OnlineAdaptation,mean_absolute_detection_delay,93.94745998608217,35.87905637996335,3
Exp1_to_Exp2,V341_OnlineAdaptation,median_absolute_detection_delay,93.94745998608217,35.87905637996335,3
Exp1_to_Exp2,V341_OnlineAdaptation,unmatched_candidate_count,10.0,4.69041575982343,5
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,Top_4_event_recall,0.35,0.13693063937629152,5
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,Top_8_event_recall,0.6,0.13693063937629155,5
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,adapter_frozen_fraction,1.0,0.0,5
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,adapter_update_fraction,0.0,0.0,5
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,boundary_hit_rate_250,0.25,0.25,5
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,boundary_hit_rate_500,0.5,0.1767766952966369,5
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,candidate_event_count,10.6,3.7815340802378077,5
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,event_level_f1,0.16650717703349283,0.18501347404244176,5
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,event_level_precision,0.1276190476190476,0.14686443067581895,5
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,mean_absolute_detection_delay,57.85954534910676,42.63631532889077,3
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,median_absolute_detection_delay,57.85954534910676,42.63631532889077,3
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,unmatched_candidate_count,9.6,4.505552130427524,5
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,Top_4_event_recall,0.2,0.11180339887498948,5
