protocol_id,output_name,horizon_cycles,best_static_model,best_static_MAE,Online_RLS_MAE,Safe_Gate_MAE,online_to_best_static_mae_ratio,online_truly_better,safe_gate_no_worse_than_best_static_5pct
A_Exp1_to_Exp2,A_state,100,Frozen_Ridge,17.069765847027472,15.404902659508082,15.582230299018944,0.9024671338529632,True,True
A_Exp1_to_Exp2,A_state,500,Frozen_Ridge,15.596791145725375,21.94838462169428,17.8875576575515,1.4072371949219626,False,False
A_Exp1_to_Exp2,A_state,1000,Zero_Delta,18.43184929012401,26.768769023324424,18.360801328724804,1.452310541496638,False,True
A_Exp1_to_Exp2,D_state,100,Zero_Delta,2.6502477444105423,4.492710500570247,2.6502477444105423,1.695203971042148,False,True
A_Exp1_to_Exp2,D_state,500,Zero_Delta,6.153045996965789,17.279352975240915,6.153045996965789,2.8082600038682903,False,True
A_Exp1_to_Exp2,D_state,1000,Zero_Delta,8.634183334028533,61.34038723543158,8.634183334028533,7.104364693494574,False,True
A_Exp1_to_Exp2,V50_norm,100,Zero_Delta,8.172851784046511,8.291146792472173,7.856002165777765,1.0144741409181768,False,True
A_Exp1_to_Exp2,V50_norm,500,Zero_Delta,8.783525641141969,20.632342576114862,9.347215393414047,2.3489818802911127,False,False
A_Exp1_to_Exp2,V50_norm,1000,Zero_Delta,8.749962434787816,12.591645805628957,8.749962434787816,1.439051413017215,False,True
A_Exp1_to_Exp2,abrupt_score,100,Frozen_Ridge,32.276492823732774,28.751060265365034,29.313915817991237,0.8907739890569677,True,True
A_Exp1_to_Exp2,abrupt_score,500,Frozen_Ridge,31.220437431777377,36.70768300764565,35.79245293103025,1.1757581259986811,False,False
A_Exp1_to_Exp2,abrupt_score,1000,Zero_Delta,34.40236523111858,54.37924415460493,34.67945244529642,1.580683298641813,False,True
B_Exp2_to_Exp1,A_state,100,Zero_Delta,4.655828361566561,1242.0737865760702,4.655828361566561,266.778259445575,False,True
B_Exp2_to_Exp1,A_state,500,Zero_Delta,5.758871267985664,2023.140540361279,5.758871267985664,351.3085197108308,False,True
B_Exp2_to_Exp1,A_state,1000,Zero_Delta,5.700509364839974,846.0973584666383,5.700509364839974,148.42486948363958,False,True
B_Exp2_to_Exp1,D_state,100,Zero_Delta,1.2333049267854324,2.288165895983946,1.2333049267854324,1.8553123775707059,False,True
B_Exp2_to_Exp1,D_state,500,Zero_Delta,3.246630477357929,5.236346646675967,3.2476388411976878,1.6128557540485011,False,True
B_Exp2_to_Exp1,D_state,1000,Zero_Delta,5.105426013311748,9.02258006802623,5.654202405215274,1.7672531233438702,False,False
B_Exp2_to_Exp1,V50_norm,100,Zero_Delta,2.792332149036564,9.071368381979875,2.792332149036564,3.248670966707797,False,True
B_Exp2_to_Exp1,V50_norm,500,Zero_Delta,3.101859682003786,600.6149845200404,3.101859682003786,193.63061069611183,False,True
B_Exp2_to_Exp1,V50_norm,1000,Zero_Delta,3.209027937492927,5.821990772568334,3.2233382876950323,1.814253688647161,False,True
B_Exp2_to_Exp1,abrupt_score,100,Zero_Delta,8.781977923360614,1348.0125214775017,8.781977923360614,153.49759851840477,False,True
B_Exp2_to_Exp1,abrupt_score,500,Zero_Delta,10.736202936644647,2897.0312502723227,10.736202936644647,269.83760155876143,False,True
B_Exp2_to_Exp1,abrupt_score,1000,Zero_Delta,10.373532454548668,3445.8704780411013,10.373532454548668,332.17908105450897,False,True
