protocol_id,output_name,horizon_cycles,best_static_model,best_static_MAE,Online_RLS_MAE,Safe_Gate_MAE,online_to_best_static_mae_ratio,online_truly_better,safe_gate_no_worse_than_best_static_5pct
A_Exp1_to_Exp2,A_state,100,Frozen_Ridge,0.7904524098587482,1.0104487610754673,0.8231137947635732,1.278317009946281,False,True
A_Exp1_to_Exp2,A_state,500,Frozen_Ridge,0.7023771038130342,1.026511397501022,0.6946075617138375,1.461481861991716,False,True
A_Exp1_to_Exp2,A_state,1000,Frozen_Ridge,0.9209928565703667,6.168878258859537,2.017216760283329,6.698073947969015,False,False
A_Exp1_to_Exp2,D_state,100,Zero_Delta,0.5393414563185677,0.7622490149032325,0.5398858621313871,1.4132957998559676,False,True
A_Exp1_to_Exp2,D_state,500,Zero_Delta,1.2073393857368748,1.808327854698682,1.301476962929889,1.497779229321676,False,False
A_Exp1_to_Exp2,D_state,1000,Zero_Delta,1.6550481121293563,4.858360298937229,1.8310728482836758,2.9354797986425583,False,False
A_Exp1_to_Exp2,V500_norm,100,Zero_Delta,0.15693329513089005,0.19033941361093876,0.16566487957422965,1.2128682664324761,False,False
A_Exp1_to_Exp2,V500_norm,500,Zero_Delta,0.2437273446999572,0.2723824343318105,0.23067847424032617,1.1175702696270269,False,True
A_Exp1_to_Exp2,V500_norm,1000,Zero_Delta,0.28693285290315745,0.8534737716776378,0.28693285290315745,2.9744721214119503,False,True
A_Exp1_to_Exp2,residual_change_score,100,Zero_Delta,0.5255521767717781,0.6701347795424529,0.5555008591556903,1.2751060868185882,False,False
A_Exp1_to_Exp2,residual_change_score,500,Zero_Delta,0.8168913252667656,0.9721675316854739,0.8614210626148331,1.1900818402839584,False,False
A_Exp1_to_Exp2,residual_change_score,1000,Zero_Delta,0.8723721680919092,5.05022459434197,0.8723721680919092,5.78907120041214,False,True
B_Exp2_to_Exp1,A_state,100,Zero_Delta,0.25863703570054647,0.29035740720020586,0.25633367651640615,1.1226443514315005,False,True
B_Exp2_to_Exp1,A_state,500,Zero_Delta,0.29042899232409,0.3585916786064769,0.28871915228069217,1.2346965629599544,False,True
B_Exp2_to_Exp1,A_state,1000,Zero_Delta,0.3206318432432871,0.3620776310701657,0.30194049727534134,1.1292628561394342,False,True
B_Exp2_to_Exp1,D_state,100,Zero_Delta,0.2604171027030474,0.29612491950322883,0.2627997845073528,1.1371177869254574,False,True
B_Exp2_to_Exp1,D_state,500,Zero_Delta,0.5948232379152096,0.7506114888868907,0.607382617895816,1.261906800275157,False,True
B_Exp2_to_Exp1,D_state,1000,Zero_Delta,0.8362232184922614,1.2244545480107873,0.8561659368297211,1.464267579437127,False,True
B_Exp2_to_Exp1,V500_norm,100,Zero_Delta,0.06752551599769908,0.07358073589421499,0.06795644156680082,1.0896730636863587,False,True
B_Exp2_to_Exp1,V500_norm,500,Zero_Delta,0.13306639853579083,0.12515845438605402,0.12673462876078487,0.9405714422517432,True,True
B_Exp2_to_Exp1,V500_norm,1000,Frozen_Ridge,0.15445319331687385,0.14407176946647224,0.15043977798784952,0.9327859552304416,True,True
B_Exp2_to_Exp1,residual_change_score,100,Zero_Delta,0.23569270433081446,0.23527959855150607,0.22414869351004632,0.9982472695517611,True,True
B_Exp2_to_Exp1,residual_change_score,500,Zero_Delta,0.382260381506398,0.39823025955381314,0.3595795145566102,1.0417774868127363,False,True
B_Exp2_to_Exp1,residual_change_score,1000,Zero_Delta,0.4423267720393714,0.4340798032010452,0.42680784654096765,0.9813554834126295,True,True
